Location,Site,Trial_ID,Species,Date,Plot_ID,TQR,RGB_Blue,RGB_Green,RGB_Red,RGB_CV_Blue,RGB_CV_Green,RGB_CV_Red,RGB_VARI,RGB_ExG,RGB_NGRDI,RGB_GR,RGB_CanopyDensity,RGB_LeafTexture,RGB_SurfaceUniformity,MS_Green,MS_Red,MS_RedEdge,MS_NIR,MS_CV_Green,MS_CV_Red,MS_CV_RedEdge,MS_CV_NIR,MS_NGRDI,MS_GR,MS_NDVI,MS_NDRE,MS_GNDVI,MS_GCI,MS_CanopyDensity,MS_LeafTexture,MS_SurfaceUniformity
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P073,6,0.0653,0.1151,0.0824,0.2082,0.1651,0.1683,0.2469,0.0824,0.1653,1.396,68.5643,0.0773,0.1879,0.098,0.0728,0.2184,0.3579,0.1419,0.1309,0.1542,0.1347,0.1476,1.3464,0.662,0.2421,0.57,2.6514,62.618,0.0812,0.1462
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P074,7,0.0368,0.0866,0.0564,0.1035,0.1699,0.2036,0.2843,0.0801,0.2112,1.5356,73.4861,0.0493,0.0584,0.0793,0.054,0.2935,0.4717,0.0817,0.2049,0.1426,0.1792,0.1903,1.4699,0.7946,0.2329,0.712,4.9449,83.3417,0.1079,0.1401
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P075,5,0.0555,0.086,0.061,0.1383,0.1872,0.0758,0.2733,0.0554,0.17,1.4096,67.6249,0.1094,0.1371,0.0914,0.0647,0.2515,0.3997,0.1645,0.1784,0.1649,0.2627,0.1711,1.4129,0.7214,0.2275,0.6278,3.3739,54.4847,0.0691,0.1046
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P076,8,0.0526,0.0936,0.0647,0.1338,0.1713,0.0711,0.2736,0.0699,0.1827,1.4471,78.2026,0.0747,0.1831,0.0729,0.0514,0.3038,0.4878,0.0881,0.2039,0.1809,0.1803,0.1729,1.4181,0.8094,0.2324,0.7401,5.6951,79.7978,0.1205,0.1522
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P077,7,0.0684,0.0968,0.0697,0.056,0.0974,0.1439,0.2764,0.0555,0.1629,1.3891,64.7462,0.0594,0.1906,0.0917,0.0599,0.27,0.4352,0.1209,0.184,0.1317,0.0993,0.2102,1.5322,0.7581,0.2343,0.6518,3.7436,72.2734,0.0795,0.105
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P078,6,0.0582,0.0817,0.0626,0.1602,0.1301,0.1754,0.2208,0.0424,0.1317,1.3034,77.6268,0.0524,0.1601,0.0746,0.0559,0.2865,0.4524,0.0919,0.1688,0.187,0.189,0.1431,1.334,0.78,0.2246,0.7169,5.0636,64.0899,0.0925,0.1357
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P079,6,0.0623,0.0885,0.0605,0.18,0.136,0.1448,0.3227,0.0542,0.1878,1.4625,76.3089,0.0911,0.1019,0.1001,0.0694,0.2319,0.3787,0.1384,0.1705,0.2033,0.1054,0.181,1.4419,0.6902,0.2405,0.5819,2.7838,72.3673,0.1089,0.1752
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P080,5,0.0392,0.0798,0.0579,0.1158,0.1822,0.1619,0.222,0.0624,0.1587,1.3773,82.2982,0.176,0.1181,0.0846,0.0625,0.2604,0.4129,0.2185,0.1976,0.1881,0.1895,0.1506,1.3546,0.7372,0.2264,0.6599,3.8799,70.6776,0.1012,0.1724
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P081,4,0.0545,0.0928,0.0665,0.1037,0.188,0.235,0.2513,0.0646,0.1653,1.396,82.0242,0.0824,0.2082,0.1012,0.0811,0.1855,0.3041,0.1343,0.2311,0.2329,0.1249,0.1099,1.2471,0.5789,0.2422,0.5008,2.0062,73.1626,0.144,0.175
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P082,4,0.0505,0.0895,0.0658,0.2284,0.2116,0.1609,0.2256,0.0626,0.1522,1.3591,81.0925,0.1184,0.1838,0.0786,0.0613,0.2657,0.415,0.2121,0.1872,0.3032,0.2087,0.1242,1.2836,0.7427,0.2192,0.6814,4.2771,53.7663,0.0964,0.1514
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P083,4,0.0659,0.1006,0.0703,0.1497,0.233,0.1475,0.2889,0.065,0.1775,1.4316,73.6306,0.0955,0.1187,0.1005,0.0761,0.2055,0.3328,0.1347,0.1982,0.2572,0.1427,0.1379,1.3199,0.6276,0.2364,0.5361,2.3113,63.2612,0.1341,0.1541
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P084,6,0.0522,0.0914,0.0617,0.2056,0.1444,0.2057,0.2946,0.069,0.1942,1.4819,74.5557,0.159,0.1349,0.0783,0.0556,0.2876,0.4551,0.1503,0.2019,0.1971,0.2004,0.1693,1.4075,0.7822,0.2256,0.7065,4.8137,68.1457,0.1736,0.2142
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P085,4,0.0627,0.1084,0.0793,0.2062,0.1862,0.1725,0.2331,0.0749,0.1553,1.3677,70.6154,0.0777,0.2353,0.0886,0.0592,0.2741,0.427,0.2009,0.255,0.1882,0.1753,0.1989,1.4965,0.7566,0.2181,0.6564,3.8216,53.2785,0.1334,0.1287
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P086,5,0.0647,0.0949,0.0678,0.19,0.1089,0.1981,0.2768,0.0574,0.1668,1.4004,59.2013,0.1373,0.1536,0.0875,0.0639,0.2549,0.4034,0.2046,0.1664,0.1405,0.2099,0.1563,1.3705,0.7266,0.2257,0.6434,3.6091,62.3044,0.0972,0.2164
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P087,5,0.0516,0.0873,0.0589,0.1892,0.1645,0.1881,0.3009,0.0641,0.1946,1.4833,82.5338,0.0938,0.1015,0.0858,0.062,0.2621,0.4157,0.2833,0.1051,0.1632,0.1908,0.1606,1.3827,0.7403,0.2267,0.6579,3.847,64.8235,0.1528,0.0833
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P088,3,0.0663,0.1243,0.0962,0.1281,0.2433,0.1382,0.182,0.0861,0.1273,1.2917,48.6013,0.1373,0.1382,0.0848,0.0606,0.269,0.4144,0.2998,0.1513,0.2565,0.0676,0.167,1.401,0.745,0.2128,0.6602,3.8856,71.4067,0.0877,0.1526
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P089,4,0.0737,0.1066,0.0838,0.1825,0.2052,0.1499,0.1952,0.0557,0.1197,1.2718,56.641,0.134,0.1814,0.1134,0.0839,0.1743,0.2864,0.2255,0.163,0.2054,0.1542,0.1493,1.3509,0.5467,0.2433,0.4327,1.5256,63.1644,0.1075,0.1542
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P090,4,0.0671,0.095,0.0665,0.2174,0.18,0.1033,0.3023,0.0564,0.1767,1.4291,64.3409,0.0803,0.1808,0.0893,0.0636,0.2562,0.4015,0.2003,0.2461,0.1767,0.1332,0.1682,1.4045,0.7265,0.2209,0.636,3.4939,74.4677,0.1025,0.151
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P091,5,0.0464,0.0829,0.0629,0.2376,0.1463,0.1978,0.2012,0.0564,0.1371,1.3178,78.8012,0.0925,0.1447,0.103,0.0757,0.2068,0.3411,0.1403,0.1105,0.1915,0.098,0.1528,1.3606,0.6369,0.245,0.5363,2.3127,55.1205,0.1928,0.102
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P092,5,0.0459,0.0803,0.0593,0.1577,0.2595,0.2561,0.2236,0.0553,0.1501,1.3533,57.9647,0.08,0.1884,0.0923,0.0671,0.2417,0.3861,0.2371,0.1478,0.2005,0.2168,0.1581,1.3756,0.7039,0.2299,0.6141,3.1828,79.0276,0.0667,0.1888
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P093,5,0.0537,0.0821,0.0618,0.2373,0.182,0.113,0.2245,0.0486,0.1407,1.3276,68.7742,0.1175,0.1906,0.0854,0.0624,0.261,0.4114,0.2,0.2299,0.2177,0.2196,0.1561,1.37,0.7367,0.2237,0.6561,3.8153,62.2166,0.1246,0.1216
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P094,7,0.0432,0.0641,0.0473,0.1594,0.214,0.0387,0.2466,0.0377,0.1509,1.3556,73.6591,0.0641,0.1724,0.0928,0.0605,0.2674,0.4324,0.1233,0.0833,0.1258,0.2087,0.2107,1.5338,0.7545,0.2358,0.6466,3.6587,65.8724,0.1581,0.2178
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P095,4,0.0743,0.1009,0.0784,0.1447,0.2349,0.1676,0.2144,0.0491,0.1256,1.2873,64.2919,0.1464,0.1015,0.099,0.0746,0.2118,0.3415,0.1322,0.2083,0.2114,0.2275,0.1407,1.3275,0.6414,0.2344,0.5504,2.4485,56.3815,0.091,0.1557
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P096,7,0.0726,0.1005,0.0749,0.1463,0.1015,0.1138,0.2492,0.0536,0.1461,1.3421,79.1643,0.0861,0.1631,0.0794,0.0554,0.2881,0.4601,0.0726,0.1911,0.1889,0.1754,0.178,1.433,0.7851,0.2298,0.7057,4.7963,63.0385,0.0853,0.1839
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P097,4,0.0532,0.093,0.0664,0.1126,0.2099,0.1629,0.2505,0.0664,0.1669,1.4008,44.2309,0.2013,0.1426,0.0888,0.0671,0.242,0.3843,0.1449,0.2019,0.1925,0.2519,0.1392,1.3235,0.7027,0.2272,0.6246,3.3278,59.0106,0.1345,0.1516
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P098,7,0.0543,0.0921,0.0582,0.2208,0.0871,0.2093,0.3537,0.0717,0.2258,1.5834,70.5882,0.0917,0.1002,0.0884,0.0592,0.2725,0.4395,0.1324,0.2084,0.1855,0.1434,0.1974,1.4919,0.7624,0.2346,0.6651,3.9721,82.2412,0.0756,0.1363
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P099,3,0.0448,0.0921,0.0672,0.2431,0.1846,0.1783,0.2178,0.0722,0.1565,1.371,46.8445,0.1333,0.1926,0.0907,0.0688,0.2357,0.3692,0.2067,0.2773,0.1627,0.2688,0.1374,1.3186,0.6859,0.2207,0.6055,3.07,46.1043,0.1462,0.1078
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P100,3,0.0664,0.0878,0.0704,0.2494,0.1633,0.1999,0.1893,0.0388,0.1099,1.247,54.2171,0.1068,0.1834,0.0959,0.0751,0.2104,0.3309,0.1804,0.1749,0.1775,0.1762,0.1214,1.2763,0.6299,0.2227,0.5506,2.4503,69.0781,0.1757,0.1112
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P101,3,0.046,0.0785,0.0583,0.2097,0.1442,0.1506,0.2228,0.0528,0.1479,1.3472,69.3552,0.1819,0.1048,0.0801,0.0619,0.2637,0.4074,0.1451,0.1631,0.179,0.227,0.1284,1.2946,0.7363,0.2142,0.6714,4.086,62.7716,0.1969,0.1604
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P102,6,0.0509,0.0851,0.0605,0.0829,0.1679,0.1798,0.2598,0.0588,0.1689,1.4065,58.8955,0.1208,0.1181,0.082,0.0558,0.2867,0.4568,0.1561,0.2078,0.1387,0.1915,0.1904,1.4704,0.7824,0.2287,0.6956,4.5695,74.9183,0.1061,0.1134
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P103,4,0.056,0.0909,0.0629,0.1919,0.2001,0.1297,0.2861,0.0628,0.1819,1.4447,63.6861,0.1289,0.1941,0.0696,0.0503,0.3096,0.4776,0.1473,0.2055,0.2077,0.1497,0.1609,1.3835,0.8093,0.2134,0.7455,5.8578,63.5975,0.101,0.1359
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P104,5,0.0599,0.0987,0.0679,0.2012,0.2097,0.1602,0.2887,0.0695,0.1848,1.4534,59.2949,0.1052,0.0993,0.0747,0.0528,0.2991,0.4688,0.2272,0.1879,0.2336,0.2259,0.1717,1.4147,0.7975,0.221,0.725,5.2738,60.8133,0.0281,0.1602
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P105,5,0.0644,0.1035,0.0749,0.2085,0.2124,0.1224,0.2509,0.0677,0.1603,1.3818,70.3615,0.1623,0.2256,0.0788,0.0538,0.2953,0.4624,0.032,0.0906,0.2087,0.2116,0.1886,1.4649,0.7916,0.2206,0.7088,4.8679,71.9846,0.0996,0.1211
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P106,4,0.0524,0.0823,0.0637,0.2097,0.1705,0.1425,0.1989,0.0486,0.1276,1.2925,66.2618,0.111,0.1622,0.0768,0.0575,0.2805,0.4374,0.1721,0.2762,0.1403,0.2688,0.1433,1.3347,0.7675,0.2185,0.7013,4.6952,59.7376,0.0588,0.1897
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P107,6,0.0512,0.0861,0.0544,0.2048,0.101,0.2475,0.3551,0.0666,0.2257,1.5828,66.2717,0.1657,0.0887,0.099,0.0711,0.225,0.3713,0.1331,0.0759,0.2279,0.2065,0.1644,1.3936,0.6787,0.2454,0.5789,2.7491,78.9291,0.0893,0.1725
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P108,8,0.0377,0.0738,0.0445,0.1097,0.146,0.1123,0.363,0.0653,0.2472,1.6569,63.0562,0.1106,0.1334,0.0912,0.0602,0.2677,0.4416,0.2088,0.2205,0.1029,0.1122,0.2046,1.5145,0.76,0.2451,0.6576,3.8412,86.7146,0.1089,0.194
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P109,5,0.0635,0.1013,0.0728,0.1625,0.2544,0.1726,0.2584,0.0664,0.1642,1.3928,65.3215,0.099,0.2005,0.0843,0.0593,0.2731,0.4323,0.1974,0.2071,0.1633,0.1693,0.1743,1.4221,0.7588,0.2257,0.6737,4.1286,87.6963,0.0869,0.1399
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P110,7,0.0468,0.0958,0.0636,0.1586,0.1562,0.2528,0.2865,0.0813,0.2024,1.5075,91.6369,0.1312,0.1789,0.0991,0.0686,0.2344,0.3903,0.0912,0.1116,0.1707,0.1684,0.1821,1.4452,0.7011,0.2495,0.5949,2.9374,88.429,0.125,0.0858
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-06-07,P111,7,0.0487,0.0877,0.0633,0.26,0.105,0.1555,0.2389,0.0635,0.1619,1.3863,69.5827,0.0683,0.1596,0.0982,0.0723,0.2197,0.3669,0.1629,0.1665,0.1029,0.1592,0.1517,1.3577,0.6707,0.2509,0.5777,2.7365,74.0519,0.0928,0.2257
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P001,5,0.0502,0.104,0.0762,0.1619,0.1762,0.2341,0.2142,0.0816,0.1545,1.3655,57.6654,0.0976,0.0782,0.0828,0.0619,0.2628,0.4169,0.3117,0.1334,0.2084,0.1381,0.1446,1.3382,0.7416,0.2267,0.6687,4.0364,73.754,0.1512,0.1438
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P002,4,0.0466,0.1005,0.0662,0.1453,0.1877,0.1126,0.2857,0.0883,0.2059,1.5185,56.0258,0.1109,0.2267,0.0781,0.0626,0.2601,0.4088,0.16,0.2723,0.2028,0.2553,0.1102,1.2476,0.7343,0.2223,0.6791,4.2329,71.921,0.1063,0.1229
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P003,8,0.0407,0.084,0.052,0.1483,0.1687,0.1902,0.3359,0.0753,0.2354,1.6156,71.6552,0.0543,0.2008,0.0638,0.0398,0.3502,0.5545,0.1274,0.0675,0.122,0.2209,0.2314,1.6021,0.8659,0.2259,0.7936,7.6879,85.4989,0.0489,0.1363
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P004,5,0.0679,0.1058,0.0797,0.1829,0.1742,0.1957,0.2214,0.0639,0.1404,1.3266,61.7929,0.0855,0.164,0.0954,0.07,0.2301,0.3692,0.2236,0.2136,0.201,0.1524,0.1537,1.3632,0.6812,0.2322,0.5892,2.8687,51.0438,0.1062,0.1797
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P005,7,0.0411,0.0743,0.047,0.1263,0.0947,0.1965,0.3392,0.0604,0.2244,1.5785,54.6011,0.1201,0.1919,0.083,0.0529,0.2979,0.4792,0.1394,0.0928,0.1631,0.1529,0.222,1.5708,0.8013,0.2333,0.7047,4.7723,80.7519,0.0961,0.231
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P006,3,0.0731,0.1101,0.0785,0.2236,0.2463,0.1909,0.2739,0.0686,0.1677,1.4029,49.4651,0.0371,0.0768,0.0861,0.0638,0.2563,0.3946,0.2026,0.1925,0.2267,0.2505,0.1492,1.3508,0.7218,0.2126,0.6417,3.5824,83.6081,0.0693,0.1481
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P007,4,0.0451,0.0815,0.0636,0.1794,0.1287,0.314,0.1789,0.0543,0.1233,1.2812,83.5974,0.0912,0.1867,0.0802,0.0617,0.2642,0.4112,0.1896,0.2229,0.1624,0.1781,0.1305,1.3001,0.7391,0.2176,0.6736,4.128,53.1365,0.1579,0.1358
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P008,6,0.064,0.0965,0.0615,0.2644,0.1681,0.203,0.3728,0.0675,0.2218,1.5699,68.4157,0.0947,0.1207,0.115,0.0816,0.1824,0.3134,0.2282,0.0528,0.1276,0.1656,0.1699,1.4094,0.5869,0.2643,0.4631,1.7254,78.7279,0.0826,0.165
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P009,6,0.0459,0.0759,0.0563,0.1179,0.1458,0.1912,0.2272,0.0496,0.1484,1.3485,66.4172,0.0563,0.2071,0.0754,0.0508,0.3069,0.4829,0.1841,0.1615,0.1516,0.1633,0.1949,1.4841,0.8096,0.2228,0.7298,5.4031,76.4929,0.09,0.1359
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P010,6,0.0583,0.0943,0.0663,0.2417,0.2129,0.0959,0.2741,0.0641,0.1746,1.4231,59.317,0.1509,0.1271,0.1131,0.0815,0.1828,0.3109,0.1469,0.1876,0.1607,0.1464,0.1621,1.3869,0.5845,0.2595,0.4666,1.7493,68.4461,0.0744,0.1996
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P011,6,0.0509,0.0629,0.0464,0.1386,0.2449,0.2423,0.2827,0.0286,0.1511,1.3559,51.1698,0.0519,0.0867,0.0803,0.0574,0.2804,0.4464,0.1782,0.0731,0.1654,0.1795,0.1668,1.4003,0.7722,0.2283,0.695,4.5565,49.3865,0.1232,0.1437
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P012,4,0.0476,0.0855,0.0617,0.1451,0.1813,0.1521,0.2386,0.0617,0.1615,1.3851,73.0532,0.1681,0.1435,0.0845,0.0664,0.2447,0.3878,0.2162,0.1444,0.1748,0.1353,0.1199,1.2726,0.7075,0.2262,0.642,3.587,65.4593,0.1091,0.1761
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P013,4,0.0647,0.1086,0.085,0.2502,0.1498,0.2118,0.183,0.0675,0.1218,1.2775,64.4597,0.112,0.0704,0.0901,0.0627,0.2601,0.4044,0.3011,0.2372,0.255,0.2318,0.1793,1.4371,0.7315,0.2173,0.6355,3.4872,60.4994,0.1283,0.1529
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P014,4,0.0645,0.1138,0.0777,0.1631,0.1913,0.1324,0.2845,0.0853,0.1886,1.4648,60.218,0.0862,0.2024,0.0983,0.0732,0.2174,0.3481,0.2236,0.133,0.1323,0.1846,0.1463,1.3429,0.6523,0.2312,0.5594,2.5394,61.8165,0.0881,0.1967
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P015,3,0.0605,0.0888,0.0656,0.2282,0.1916,0.1953,0.2466,0.0514,0.1499,1.3526,61.7119,0.1002,0.1276,0.0884,0.0674,0.2415,0.3731,0.2626,0.164,0.2727,0.1825,0.1347,1.3113,0.6939,0.2141,0.6168,3.2193,72.1401,0.1463,0.1535
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P016,6,0.0662,0.0973,0.0683,0.0671,0.1443,0.1521,0.2923,0.0602,0.1755,1.4256,65.7752,0.0434,0.0985,0.073,0.0478,0.3189,0.5017,0.1781,0.0997,0.2235,0.1067,0.2086,1.5273,0.826,0.2227,0.7459,5.872,73.7494,0.0508,0.1641
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P017,4,0.049,0.0768,0.0547,0.1274,0.2496,0.2555,0.269,0.05,0.1687,1.406,56.631,0.0867,0.1364,0.0901,0.0687,0.2357,0.3729,0.1104,0.1817,0.1373,0.2264,0.1349,1.3119,0.6888,0.2254,0.6107,3.1372,64.0661,0.1254,0.125
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P018,5,0.0548,0.1075,0.0788,0.2336,0.1668,0.2224,0.2183,0.0813,0.154,1.3641,56.9156,0.1032,0.1018,0.0926,0.0703,0.2288,0.3664,0.1824,0.1463,0.1667,0.2156,0.1367,1.3167,0.6779,0.2311,0.5965,2.9561,50.1255,0.1075,0.1609
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P019,6,0.0545,0.0837,0.058,0.0983,0.114,0.1307,0.2945,0.0548,0.1812,1.4426,65.63,0.1187,0.1337,0.0821,0.0602,0.2693,0.429,0.2347,0.1198,0.1865,0.156,0.154,1.364,0.754,0.2287,0.6788,4.2268,56.5425,0.11,0.1862
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P020,6,0.0586,0.0997,0.0681,0.0775,0.2157,0.1121,0.2891,0.0727,0.1882,1.4635,73.5485,0.0646,0.141,0.0785,0.0573,0.2806,0.4474,0.1406,0.2039,0.1576,0.139,0.1562,1.3703,0.7729,0.2292,0.7013,4.6966,97.1616,0.1317,0.0964
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P021,5,0.0591,0.1064,0.0727,0.1468,0.1462,0.0516,0.2808,0.0809,0.1881,1.4632,58.0403,0.1201,0.1152,0.0995,0.0696,0.2319,0.3713,0.1374,0.1191,0.2027,0.2139,0.177,1.43,0.6844,0.231,0.5774,2.7325,67.0003,0.1254,0.1098
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P022,5,0.0527,0.0833,0.063,0.1836,0.209,0.1707,0.2165,0.0509,0.1386,1.3218,55.6643,0.1367,0.1346,0.0826,0.061,0.2664,0.4214,0.1168,0.1734,0.1288,0.2355,0.1507,1.355,0.7473,0.2253,0.6722,4.1021,66.8338,0.1018,0.1557
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P023,6,0.039,0.0747,0.0553,0.2364,0.1765,0.1223,0.2125,0.055,0.1488,1.3496,71.3971,0.1356,0.1624,0.0942,0.0662,0.2451,0.3956,0.1237,0.1746,0.2121,0.0688,0.175,1.4243,0.7134,0.2349,0.6152,3.198,81.9869,0.1241,0.1795
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P024,4,0.0582,0.1017,0.0768,0.2085,0.214,0.2483,0.2063,0.0683,0.1391,1.3231,56.2368,0.1341,0.1741,0.0803,0.059,0.2747,0.4265,0.1993,0.1533,0.0719,0.1809,0.1528,1.3607,0.7568,0.2164,0.6829,4.308,77.281,0.0645,0.2118
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P025,5,0.043,0.0852,0.063,0.1126,0.1915,0.1688,0.2118,0.0645,0.1503,1.3538,68.7128,0.0725,0.2284,0.0993,0.0702,0.2289,0.3708,0.1743,0.141,0.1258,0.2979,0.1713,1.4135,0.6815,0.2366,0.5776,2.7344,61.1777,0.005,0.1552
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P026,5,0.0503,0.0781,0.056,0.1117,0.2357,0.1037,0.2642,0.0499,0.1651,1.3954,83.2749,0.1376,0.136,0.1,0.073,0.218,0.3543,0.1952,0.2109,0.2083,0.1576,0.1565,1.3711,0.6585,0.2381,0.5596,2.5413,61.1005,0.0807,0.1968
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P027,4,0.0594,0.1038,0.0796,0.1374,0.2127,0.1918,0.1953,0.0685,0.132,1.3041,56.2446,0.1441,0.189,0.0949,0.0666,0.2443,0.383,0.2612,0.1756,0.2313,0.1611,0.1753,1.425,0.7037,0.2211,0.6027,3.0344,51.5381,0.1281,0.237
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P028,8,0.0336,0.0719,0.0436,0.1544,0.1515,0.1229,0.3459,0.0665,0.2451,1.6494,71.0724,0.1081,0.1449,0.0954,0.0673,0.2391,0.4021,0.1263,0.1931,0.1435,0.1861,0.1727,1.4174,0.7132,0.2543,0.6165,3.2145,74.3032,0.005,0.21
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P029,7,0.0241,0.0626,0.0422,0.1535,0.1697,0.1044,0.2529,0.0589,0.1948,1.4839,89.0059,0.1128,0.0889,0.0874,0.0627,0.2584,0.4222,0.2168,0.1021,0.1459,0.1503,0.1647,1.3943,0.7414,0.2407,0.6569,3.8299,75.1926,0.0975,0.1523
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P030,5,0.0495,0.092,0.068,0.1733,0.1207,0.2128,0.2174,0.0665,0.1501,1.3532,64.6756,0.0694,0.0975,0.1056,0.0745,0.2119,0.3435,0.2999,0.199,0.1382,0.1984,0.1726,1.4172,0.6434,0.2371,0.5297,2.2523,69.8866,0.1283,0.128
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P031,4,0.0522,0.0811,0.063,0.158,0.1655,0.3407,0.1966,0.0471,0.1255,1.2869,73.9914,0.1828,0.1991,0.075,0.0553,0.2897,0.4496,0.197,0.163,0.205,0.1325,0.1513,1.3566,0.781,0.2162,0.7141,4.9957,59.6638,0.1736,0.1322
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P032,4,0.0529,0.0759,0.0582,0.1928,0.1214,0.1418,0.2186,0.0407,0.1323,1.3049,65.3499,0.1398,0.1777,0.103,0.0728,0.2193,0.3478,0.1389,0.2661,0.1946,0.2159,0.1717,1.4147,0.6537,0.2266,0.5429,2.3754,64.0675,0.1585,0.1497
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P033,4,0.0481,0.0684,0.0545,0.2164,0.3529,0.1943,0.1852,0.0342,0.1127,1.2541,74.1329,0.1214,0.1381,0.084,0.0627,0.2602,0.404,0.1935,0.2,0.2056,0.0925,0.1449,1.3389,0.7313,0.2166,0.6559,3.812,71.3261,0.0996,0.1232
"Raleigh, NC",Turf Field Lab,19BER,Berm,2024-08-03,P034,8,0.0385,0.0794,0.0479,0.1146,0.1803,0.2398,0.3542,0.0723,0.2471,1.6564,98.013,0.0524,0.1175,0.0714,0.0411,0.345,0.5485,0.0785,0.1303,0.1606,0.158,0.2694,1.7374,0.8606,0.2278,0.7697,6.6831,66.5493,0.0753,0.2317
